"id","funkcja","podstawa_grz_czysta","podstawa_grz_obieg","podatek_fl","podatek_gr","podatek_grz","debita","varia","miejscowosc","osoba_zrd","wezwanie","rola_osoba","podstawa_gr","podstawa_fert","podatek_fert","dekanat"
693,dekanat wiejski,,,,,,,Debita in eisdem,Obornicensis,,,,,,,Oborniki
725,[pleban],,,,,,,Ostrow Krempe; [parafia o nazwie dwuczłonowej],Krempe,,,posiadacz drugiej parafii,,,,Nowe Miasto
700,dekanat wiejski,,,,,,,Debita in eisdem,Costan,,,,,,,Kościan
724,[pleban],,,,6,,,Ostrow Krempe; [parafia o nazwie dwuczłonowej],Ostrow,,,płatnik,,,,Nowe Miasto
702,mansjonarz kolegium,,,,24,,,,Cosmin,Albertus Grodzisko,,płatnik,,,,Nowe Miasto
706,altarzysta kolegium,,,,3,,,,Cosmin,Mathias Mokronowski,,płatnik,,,,Nowe Miasto
707,altarzysta kolegium,,,,13,,,,Cosmin,Iozephus,,płatnik,,,,Nowe Miasto
708,altarzysta kolegium,,,,20,,,,Cosmin,Albertus de Brodnicza,,płatnik,,,,Nowe Miasto
709,altarzysta kolegium,,,,20,,,,Cosmin,Albertus Grodziscze,,płatnik,,,,Nowe Miasto
710,altarzysta kolegium,,,,20,,,,Cosmin,Ioannes a Cobelin,,płatnik,,,,Nowe Miasto
704,[właściciel uposażenia],,,,,,,"Mansionariae quatuor ab annis tribus vacant, quorum proventus per haeredem dominum Andream de Gorca percipiuntur, et in usus suos convertuntur",Cosmin,Andrea de Gorca,,właściciel uposażenia,,,,Nowe Miasto
712,prepozyt,,,,24,,,Praepositura hospitalis Sancti Spiritus ante Coszmin. Praepositus,Coszmin,,,płatnik,,,,Nowe Miasto
713,[pleban],,,,16,,,,Czielcza,,,płatnik,,,,Nowe Miasto
714,altarzysta,,,,20,,,Altarista ibidem,Czielcza,,,płatnik,,,,Nowe Miasto
715,prepozyt,,,2,,,,Praepositura in Dębno. Stanislaus Karsniczki praepositus,Dębno,Stanislaus Karsniczki,,płatnik,,,,Nowe Miasto
716,"mansjonarz, prebendarz",,,,,2,,"Mansionarii 4 in Debno. Honorabilis Albertus a Coszmin praebendarius solus per se solvit a mansionariis quatuor, a quolibet per grossos 24, marcas 2 solvit.",Debno,Albertus a Coszmin,,płatnik,,,,Nowe Miasto
717,[pleban],,,,24,,,,Gogoliewo,,,płatnik,,,,Nowe Miasto
718,[pleban],,,,12,,,,Slupia,,,płatnik,,,,Nowe Miasto
719,[pleban],,,,24,,,,Chwalkowo,,,płatnik,,,,Nowe Miasto
720,[pleban],,,,24,,,,Iezewo,,,płatnik,,,,Nowe Miasto
721,[pleban],,,,30,,,,Pogorzel,,,płatnik,,,,Nowe Miasto
722,altarzysta,,,,9,,,Altarista ibidem in Pogorzel,Pogorzel,,,płatnik,,,,Nowe Miasto
723,[pleban],,,,24,,,,Potarzicza,,,płatnik,,,,Nowe Miasto
726,dekanat wiejski,,,,,,,Debita in eisdem,Nowe Miasto,,,,,,,Nowe Miasto
739,mansjonarz kolegium,,,,,,tak,"In Cosmyn mansionarii tres Ioannes Klathka, Ioannes Buk, Baltazar vacant.",Cosmyn,Ioannes Klathka,,płatnik,,,,Nowe Miasto
740,mansjonarz kolegium,,,,,,tak,"In Cosmyn mansionarii tres Ioannes Klathka, Ioannes Buk, Baltazar vacant.",Cosmyn,Ioannes Buk,,płatnik,,,,Nowe Miasto
701,mansjonarz kolegium,,,,24,,,,Cosmin,Ioannes Sczeska,,płatnik,,,,Nowe Miasto
741,mansjonarz kolegium,,,,,,tak,"In Cosmyn mansionarii tres Ioannes Klathka, Ioannes Buk, Baltazar vacant.",Cosmyn,Baltazar,,płatnik,,,,Nowe Miasto
703,mansjonarz kolegium,,,,,,,"Mansionariae quatuor ab annis tribus vacant, quorum proventus per haeredem dominum Andream de Gorca percipiuntur, et in usus suos convertuntur; [brak sumy i potwierdzenia wpłaty]",Cosmin,,,płatnik,,,,Nowe Miasto
728,prepozyt,,,,24,,tak,Praepositura ante Iaroczin,Iaroczin,,,płatnik,,,,Nowe Miasto
729,[pleban],,,,24,,tak,,Dambrowka,,,płatnik,,,,Nowe Miasto
731,[pleban],,,,12,,tak,,Golina,,,płatnik,,,,Nowe Miasto
735,[pleban],,,,24,,tak,,Starigrod,,,płatnik,,,,Nowe Miasto
736,[pleban],,,,24,,tak,,Lutogniew,,,płatnik,,,,Nowe Miasto
743,[pleban],,,,,1,tak,,Borek,,,płatnik,,,,Nowe Miasto
744,[pleban],,,,24,,tak,,Glogowo,,,płatnik,,,,Nowe Miasto
757,altarzysta kolegium,,,,,,tak,"Omnes altaristae in Vschowa, quorum numerus triginta tres",Wschowa,,,płatnik,,,,Wschowa
753,altarzysta kolegium,,,,18,,,,Swiecziechow,Andreas,,płatnik,,,,Wschowa
747,kolegium altarzystów,,,,,,,Altaristae ibidem,Wschowa,,,,,,,Wschowa
750,[pleban],,,2,,,,,Swiecziechow,,,płatnik,,,,Wschowa
746,obywatel miasta,,,,,4,,Honestus Stephanus agricola civis Wschowensis nomine dominorum proconsulis et consulum civitatis Wschowensis marcas 4 peccuniarum solvit,Wschowa,Stephanus,,płatnik,,,,Wschowa
752,"altarzysta kolegium, wójt",,,,12,,,Caspar scultetus,Swiecziechow,Caspar,,płatnik,,,,Wschowa
754,[pleban],,,,24,,,,Charbielino,,,płatnik,,,,Wschowa
755,[pleban],,,,12,,,,Dęmbowa Lęka,,,płatnik,,,,Wschowa
745,dekanat wiejski,,,,,,,Decanatus Vschovensis,Wschowa,,,,,,,Wschowa
748,altarzysta kolegium,,,,,,,"Altaristae ibidem. Altaristae quondam numero triginta tres in utraque ecclesia, tam parrochiali quam Corporis Christi, quorum proventus proconsul cum consulibus pro se usurpaverunt et nemo ex eis inhabitat. Haereticus pro plebano habetur; [brak sumy i potwierdzenia wpłaty]",Wschowa,,,płatnik,,,,Wschowa
777,[pleban],,,,12,,tak,,Sbarzewo,,,płatnik,,,,Wschowa
771,[pleban],,,,,,,Golancza Jezierczicze annexa eidem,Jezierczicze,,,posiadacz drugiej parafii,,,,Wschowa
792,[pleban],,,,,,,Sbassin Przeprostina unit[a]. Mathias praepositus in Sbassin,Przeprostina,Mathias,,posiadacz parafii,,,,Grodzisko
772,[pleban],,,,12,,tak,Slawa in Ducatu Glogowie,Slawa,,,płatnik,,,,Wschowa
773,[pleban],,,,12,,tak,,Krziczko,,,płatnik,,,,Wschowa
774,[pleban],,,,12,,tak,,Brenno,,,płatnik,,,,Wschowa
775,[pleban],,,,12,,tak,,Bucowiecz prope Smigiel,,,płatnik,,,,Wschowa
776,"[pleban], altarzysta",,,,12,,tak,Lasoczicze. Altare ibidem,Lasoczicze,,,płatnik,,,,Wschowa
778,[pleban],,,,12,,tak,,Liesno,,,płatnik,,,,Wschowa
779,[pleban],,,,12,,tak,,Ogrodi,,,płatnik,,,,Wschowa
791,prepozyt [kolegiacki],,,2,,,,Sbassin Przeprostina unit[ae]. Mathias praepositus in Sbassin,Sbassin,Mathias,,płatnik,,,,Grodzisko
781,prepozyt szpitalny,,,,17,,,Praepositura hospitalis in Kieblow. Ioannes praepositus,Kieblow,Ioannes,,płatnik,,,,Grodzisko
641,dekanat wiejski,,,,,,,Decanatus Novae Civitatis,Nowe Miasto,,,były płatnik,,,,Nowe Miasto
782,[pleban],,,,20,,,,Dambrowka,,,płatnik,,,,Grodzisko
783,[pleban],,,,,1,,,Camieniecz,,,płatnik,,,,Grodzisko
784,[pleban],,,,24,,,,Volsthin,,,płatnik,,,,Grodzisko
785,altarzysta,,,,12,,,Symon altarista in Volstin,Volstin,Symon,,płatnik,,,,Grodzisko
786,[pleban],,,,20,,,,Lącki,,,płatnik,,,,Grodzisko
793,prepozyt [szpitalny],,,,24,,,,Sbassin,,Św. Duch,płatnik,,,,Grodzisko
787,[pleban],,,,24,,,,Pthaszkowo,,,płatnik,,,,Grodzisko
770,[pleban],,,,12,,tak,Golancza Jezierczicze annexa eidem,Golancza,,,płatnik,,,,Wschowa
788,[pleban],,,,24,,,,Parzinczewo,,,płatnik,,,,Grodzisko
789,[pleban],,,,,,,[brak sumy i potwierdzenia wpłaty],Copanicza,,,płatnik,,,,Grodzisko
790,[pleban],,,,24,,,,Coziczino,,,płatnik,,,,Grodzisko
767,[pleban],,,,23,,tak,Thilendorf cum Lisnia,Thilendorf,,,płatnik,,,,Wschowa
780,dekanat wiejski,,,,,,,Decanatus Grodzicensis,Grodzisko,,,,,,,Grodzisko
768,[pleban],,,,,,,Thilendorf cum Lisnia,Lisnia,,,posiadacz drugiej parafii,,,,Wschowa
808,altarzysta [kolegiacki],,,,24,,tak,,Sbassin,,,płatnik,,,,Grodzisko
796,[pleban],,,,24,,,,Miechorzewo,,,płatnik,,,,Grodzisko
797,[pleban],,,,12,,,,Siedliecz,,,płatnik,,,,Grodzisko
798,[pleban],,,,,1,,,Conoiad,,,płatnik,,,,Grodzisko
800,[pleban],,,2,,,tak,,Vielichowo,,,płatnik,,,,Grodzisko
810,[pleban],,,,24,,tak,,Bucowiecz prope Grodzisko,,,płatnik,,,,Grodzisko
801,[pleban],,,2,,,tak,,Kieblow,,,płatnik,,,,Grodzisko
802,altarzysta,,,,34,,tak,Altaristae duo per grossos 17,Kieblow,,,płatnik,,,,Grodzisko
803,[pleban],,,,12,,tak,,Colsko,,,płatnik,,,,Grodzisko
804,[pleban],,,,24,,tak,,Copanicza,,,płatnik,,,,Grodzisko
805,[pleban],,,,12,,tak,,Brodze,,,płatnik,,,,Grodzisko
806,mansjonarz [kolegiacki],,,,,,tak,In Sbassin quinque mansionariae per 1 fertonem,Sbassin,,,płatnik,,,5,Grodzisko
809,[pleban],,,,,,tak,,Ruchoczicze,,,płatnik,,,,Grodzisko
811,altarzysta,,,,30,,tak,In Opalenicza duo altaria per 15 grossos,Opalenicza,,,płatnik,,,,Grodzisko
812,[pleban],,,,12,,tak,,Kręsko,,,płatnik,,,,Grodzisko
813,[pleban],,,,20,,tak,,Prochi,,,płatnik,,,,Grodzisko
814,[pleban],,,,24,,tak,,Gnino,,,płatnik,,,,Grodzisko
815,[pleban],,,,24,,tak,,Nalek,,,płatnik,,,,Grodzisko
816,[pleban],,,,12,,tak,,Zelieczino,,,płatnik,,,,Grodzisko
817,[pleban],,,,24,,tak,,Babimosth,,,płatnik,,,,Grodzisko
818,[pleban],,,,12,,tak,,Raconawicze,,,płatnik,,,,Grodzisko
825,[pleban],,,2,,,,,Lwovek,,,płatnik,,,,Wronki
799,dekanat wiejski,,,,,,,Debita in eisdem,Grodzisko,,,,,,,Grodzisko
837,[właściciel miejscowości],,,,,,,,Mosczieiewo,Lwowski,,właściciel miejscowości,,,,Wronki
832,altarzysta kolegium,,,,15,,,,Lwovek,Albertus,,płatnik,,,,Wronki
661,[właściciel miejscowości],,,,,,,"Vilkowia plebanus. Grossi 12 dimissi, ex ea ratione quia dominus Andreas Opalienski haeres, agros plebanales et cmetonum piscina inundavit, qua inundatione aquarum missalia a cmethonibus et plebano proventus sunt adempti ex agris eius",Vilkowia,Andreas Opalienski,,właściciel miejscowości,,,,Nowe Miasto
822,dekanat wiejski,,,,,,"",Decanatus Vronicensis,Vronki,,,,,,,Wronki
826,kolegium altarzystów,,,,,,,Altaristae ibidem,Lwovek,,,,,,,Wronki
824,[pleban],,,,24,,,,Vithomisl,,,płatnik,,,,Wronki
827,altarzysta kolegium,,,,17,,,,Lwovek,Albertus Conias,,płatnik,,,,Wronki
829,altarzysta,,,,12,,,Symon ad sanctam Barbaram altarista,Lwovek,Symon,św. Barbara,płatnik,,,,Wronki
833,altarzysta kolegium,,,,15,,,,Lwovek,Venceslaus,,płatnik,,,,Wronki
834,prepozyt,,,,24,,,Praepositus Sanctae Trinitatis,Lwovek,,Św. Trójca,płatnik,,,,Wronki
835,[pleban],,,4,,,,,Biesdrowo,,,płatnik,,,,Wronki
819,pleban,,,,,2,tak,Grodzisko parochialis haereticorum. Quinque altaria. Praepositura. Haec omnia haereticus occupavit dominus castellanus Miedzirzecensis,Grodzisko,,,płatnik,,,,Grodzisko
841,[właściciel miejscowości],,,,,,,"Chrzibsko. Missalia, maldrata , ab annis quatuor, de villa Mosczieiewo domini Lwowski, Niemierzewo domini Chelmski, Milno domini Ioannis Milienski, Isdebno domini Szlopanowski, Iablonowo domini Dziewierzewski, Kykowo dominae Kikowska, Srzodka domini Pawlowski, molendinatores, in omnibus istis villis, per haeredes istarum villarum solvere prohibentur",Iablonowo,Dziewierzewski,,właściciel miejscowości,,,,Wronki
840,[właściciel miejscowości],,,,,,,"Chrzibsko. Missalia, maldrata , ab annis quatuor, de villa Mosczieiewo domini Lwowski, Niemierzewo domini Chelmski, Milno domini Ioannis Milienski, Isdebno domini Szlopanowski, Iablonowo domini Dziewierzewski, Kykowo dominae Kikowska, Srzodka domini Pawlowski, molendinatores, in omnibus istis villis, per haeredes istarum villarum solvere prohibentur",Isdebno,Szlopanowski,,właściciel miejscowości,,,,Wronki
820,altarzysta,,,,,,tak,Grodzisko parochialis haereticorum. Quinque altaria. Praepositura. Haec omnia haereticus occupavit dominus castellanus Miedzirzecensis,Grodzisko,,,płatnik,,,,Grodzisko
915,[pleban],,,,12,,tak,,Zambsko,,,płatnik,,,,Międzyrzecz
904,[pleban],,,,,,tak,"Cursko Templewo [objęte klamrą] vacat, per fertonem",Templewo,,,płatnik,,,1,Międzyrzecz
830,altarzysta kolegium,,,,26,,,Petrus Masiolek in loco Martini,Lwovek,Petrus Masiolek,,płatnik,,,,Wronki
366,[właściciel miejscowości],,,,,,,"Praepositura Sancti Spiritus extra Szamothuli. Ambrosius plebanus Co[stensis] a praepositura.
Grossi sex sunt ei dimissi, quia dominus Biechowski prohibuit suis subditis in villa Kampa fertones ab annis octo persolvere, licet excomunicantur",Kampa,Biechowski,,właściciel miejscowości,,,,Oborniki
870,[patron parafii],,,,,,,Sirakow oppidum per dominum Procopium Broniewski haereticus institutus,Sirakow,Procopius Broniewski,,patron parafii,,,,Wronki
848,[właściciel uposażenia],,,,,,,Altare ibidem in Vronki. Martinus a Stobnicza corporali iuramento praestito deposuit census trium marcarum per dominum Bucowieczki ab annis septem occupatum esse nec quicqu[am?] ei persolvitur,Vronki,Bucowieczki,,właściciel uposażenia,,,,Wronki
868,[właściciel miejscowości],,,,,,,Czeracz domini Jancowski,Czeracz,Jancowski,,właściciel miejscowości,,,,Wronki
844,[pleban],,,,24,,,,Duszniki,,,płatnik,,,,Wronki
847,altarzysta,,,,,,,Altare ibidem in Vronki. Martinus a Stobnicza corporali iuramento praestito deposuit census trium marcarum per dominum Bucowieczki ab annis septem occupatum esse nec quicqu[am?] ei persolvitur; [brak sumy i potwierdzenia wpłaty],Vronki,Martinus a Stobnicza,,płatnik,,,,Wronki
850,[pleban],,,4,,,,,Buk,,,płatnik,,,,Wronki
866,dekanat wiejski,,,,,,,Parochiales per haereticos occupatae,Vronki,,,,,,,Wronki
852,altarzysta kolegium,,,,16,,,,Buk,Albertus Czarnkowitha,,płatnik,,,,Wronki
853,altarzysta kolegium,,,,16,,,Ioannes altarista,Buk,Ioannes,,płatnik,,,,Wronki
854,altarzysta kolegium,,,,13,,,,Buk,Martinus Petri,,płatnik,,,,Wronki
855,altarzysta kolegium,,,,13,,,,Buk,Martinus Clementis,,płatnik,,,,Wronki
856,"altarzysta kolegium, kaznodzieja",,,,12,,,Petrus praedicator,Buk,Petrus,,płatnik,,,,Wronki
857,[pleban],,,,24,,,,Lubosz,,,płatnik,,,,Wronki
858,dekanat wiejski,,,,,,,Debita in eisdem,Vronki,,,,,,,Wronki
859,[pleban],,,2,,,tak,,Vilczina,,,płatnik,,,,Wronki
861,[pleban],,,,24,,tak,,Luthomie,,,płatnik,,,,Wronki
863,[pleban],,,2,,,tak,,Camiona,,,płatnik,,,,Wronki
864,[pleban],,,2,,,tak,,Bytin,,,płatnik,,,,Wronki
865,[pleban],,,,24,,tak,,Zaiaczkowo,,,płatnik,,,,Wronki
867,[pleban],,,2,,,tak,Czeracz domini Jancowski,Czeracz,,,płatnik,,,,Wronki
881,altarzysta kolegium,,,,45,,tak,Tres altaristae per grossos 15,Pniewy,,,płatnik,,,,Wronki
873,prepozyt,,,,24,,tak,Collegium Ostrorog,Ostrorog,,,płatnik,,,,Wronki
885,[pleban],,,,,1,tak,Psarskie per dominum Lucam Jancowski,Psarskie,,,płatnik,,,,Wronki
860,altarzysta,,,,,,tak,In Lwovek altare post Przetoczki vacat; [brak sumy i potwierdzenia wpłaty],Lwovek,Przetoczki,,"były płatnik, podatek",,,,Wronki
862,[pleban],,,2,,,tak,,Othorowo,,,były płatnik,,,,Wronki
843,[właściciel miejscowości],,,,,,,"Chrzibsko. Missalia, maldrata , ab annis quatuor, de villa Mosczieiewo domini Lwowski, Niemierzewo domini Chelmski, Milno domini Ioannis Milienski, Isdebno domini Szlopanowski, Iablonowo domini Dziewierzewski, Kykowo dominae Kikowska, Srzodka domini Pawlowski, molendinatores, in omnibus istis villis, per haeredes istarum villarum solvere prohibentur",Srzodka,Pawlowski,,właściciel miejscowości,,,,Wronki
872,altarzysta,,,,,,tak,Altarista similiter,Sirakow,,,płatnik,,,,Wronki
874,mansjonarz kolegium,,,4,,,tak,Quinque mansionariae per grossos 24,Ostrorog,,,płatnik,,,,Wronki
877,[pleban],,,,12,,tak,Lewicze Ioannis Rosbiczki,Lewicze,,,płatnik,,,,Wronki
878,[właściciel miejscowości],,,,,,,Lewicze Ioannis Rosbiczki,Lewicze,Ioannes Rosbiczki,,właściciel miejscowości,,,,Wronki
882,prepozyt [szpitalny],,,,24,,tak,Praepositura Sancti Spiritus,Pniewy,,Św. Duch,płatnik,,,,Wronki
880,"wojewoda brzeski, [właściciel uposażenia]",,,,,,,Pniewy per dominum Sthephanum palatinum  Brzestensem,Pniewy,Sthephanus,,właściciel uposażenia,,,,Wronki
887,dekanat wiejski,,,,,,,Decanatus Miedzirzeczensis,Miedzirzecz,,,,,,,Międzyrzecz
886,[właściciel uposażenia],,,,,,,Psarskie per dominum Lucam Jancowski,Psarskie,Luca Jancowski,,właściciel uposażenia,,,,Wronki
871,mansjonarz kolegium,,,2.5,,,tak,Mansionariae quinque desolatae,Sirakow,,,płatnik,,,,Wronki
888,altarzysta,,,,12,,,"",Squirzina,Laurentius Cziganek,,płatnik,,,,Międzyrzecz
889,[pleban],,,,12,,,,Rokithno,,,płatnik,,,,Międzyrzecz
869,[pleban],,,2,,,tak,Sirakow oppidum per dominum Procopium Broniewski haereticus institutus,Sirakow,,,płatnik,,,,Wronki
876,[pleban],,,2,,,tak,Quilcz per haeredes desolata,Quilcz,,,płatnik,,,,Wronki
900,[pleban],,,4,,,tak,Miedzirzecz oppidum,Miedzirzecz,,,płatnik,,,,Międzyrzecz
898,[pleban],,,,,1,,,Pczew,,,płatnik,,,,Międzyrzecz
899,dekanat wiejski,,,,,,,Occupata per haereticos ac per alios debita,Miedzirzecz,,,,,,,Międzyrzecz
907,[pleban],,,,12,,tak,,Chelmsko,,,płatnik,,,,Międzyrzecz
901,altarzysta kolegium,,,,,,tak,Altaristae in Miedzirzecz quinque desolati,Miedzirzecz,,,płatnik,,,,Międzyrzecz
908,[pleban],,,,12,,tak,,Pieski,,,płatnik,,,,Międzyrzecz
909,[pleban],,,,,1,tak,,Przetoczno,,,płatnik,,,,Międzyrzecz
912,[pleban],,,,12,,tak,,Osieczko,,,płatnik,,,,Międzyrzecz
902,[pleban],,,,12,,tak,,Sarzina Bursa,,,płatnik,,,,Międzyrzecz
913,[pleban],,,,12,,tak,,Antiqua Curia,,,płatnik,,,,Międzyrzecz
914,[pleban],,,,12,,tak,,Bledzew,,,płatnik,,,,Międzyrzecz
903,[pleban],,,,,,tak,"Cursko Templewo [objęte klamrą] vacat, per fertonem",Cursko,,,płatnik,,,1,Międzyrzecz
910,[pleban],,,,12,,tak,,Lankpol,,,płatnik,,,,Międzyrzecz
917,[pleban],,,,,,,,Gorunsko,,,posiadacz drugiej parafii,,,,Międzyrzecz
919,[pleban],,,,24,,tak,,Choczissewo,,"",płatnik,,,,Międzyrzecz
930,dziekan kolegiacki,,,,24,,,,Srzoda,,,płatnik,,,,
931,[kanonik kolegiacki],,,,24,,,,Srzoda,Laurentius Cziganek,,płatnik,,,,
932,"[kanonik kolegiacki], kaznodzieja",,,,24,,,Albertus antiquus praedicator,Srzoda,Albertus,,płatnik,,,,
933,[kanonik kolegiacki],,,,24,,,,Srzoda,Ioannes Razek,,płatnik,,,,
934,[kanonik kolegiacki],,,,24,,,,Srzoda,Franciscus,,płatnik,,,,
935,[kanonik kolegiacki],,,,24,,,,Srzoda,Vitus,,płatnik,,,,
936,[kanonik kolegiacki],,,,24,,,,Srzoda,Paulus Pawlowski,,płatnik,,,,
939,altarzysta kolegiacki,,,,20,,,,Srzoda,Martinus a Labissin,,płatnik,,,,
940,altarzysta kolegiacki,,,,18,,,Lazarus altarista,Srzoda,Lazarus,,płatnik,,,,
941,altarzysta kolegiacki,,,,8,,,,Srzoda,Andreas Quaczka,,płatnik,,,,
942,altarzysta kolegiacki,,,,15,,,,Srzoda,Ioannes Sberkowski,,płatnik,,,,
943,altarzysta kolegiacki,,,,30,,,,Srzoda,Laurentius Cziganek,,płatnik,,,,
944,altarzysta kolegiacki,,,,8,,,,Srzoda,Iacobus a Srzoda,,płatnik,,,,
920,[pleban],,,,12,,tak,,Bucowiecz,,,płatnik,,,,Międzyrzecz
922,[pleban],,,,12,,tak,,Rokitno,,,płatnik,,,,Międzyrzecz
923,[pleban],,,,12,,tak,,Chanczicze,,,płatnik,,,,Międzyrzecz
924,[pleban],,,,12,,tak,,Calana,,,płatnik,,,,Międzyrzecz
925,[pleban],,,,12,,tak,,Policzko,,,płatnik,,,,Międzyrzecz
926,[pleban],,,,12,,tak,,Nova Wies,,,płatnik,,,,Międzyrzecz
927,[pleban],,,,12,,tak,,Grochowo,,,płatnik,,,,Międzyrzecz
916,[pleban],,,,12,,tak,,Thyczina,,,płatnik,,,,Międzyrzecz
947,altarzysta kolegiacki,,,,14,,,Franciscus altarista,Srzoda,Franciscus,,płatnik,,,,
949,altarzysta kolegiacki,,,,15,,,,Srzoda,Paulus Potluczek,,płatnik,,,,
950,altarzysta kolegiacki,,,,16,,,,Srzoda,Paulus de Gostin,,płatnik,,,,
951,altarzysta kolegiacki,,,,15,,,,Srzoda,Hipolitus Strzalkowski,,płatnik,,,,
929,kapituła kolegiacka,,,,,,,Collegiata ecclesia in Srzoda,Srzoda,,,,,,,
952,altarzysta kolegiacki,,,,16,,,Florianus altarista,Srzoda,Florianus,,płatnik,,,,
953,altarzysta kolegiacki,,,,7.5,,,,Srzoda,Albertus Bacca,,płatnik,,,,
954,altarzysta kolegiacki,,,,15,,,,Srzoda,Stanislaus Karsniczki,,płatnik,,,,
956,prepozyt kolegiacki,,,6,,,tak,Praepositus in Srzoda,Srzoda,,,płatnik,,,,
963,opat,,,32,,,,,Lublinensis,,,płatnik,,,,
964,opat,,,12,,,,,Przemethensis,,,płatnik,,,,
965,opat,,,8,,,,,Obrensis,,,płatnik,,,,
966,opat,,,6,,,,,Bledzowiensis,,,płatnik,,,,
967,opat,,,10,,,,[brak potwierdzenia wpłaty],Paradisiensis,,,płatnik,,,,
918,[pleban],,,,12,,tak,,Sarnasziel,,,płatnik,,,,Międzyrzecz
960,altarzysta kolegiacki,,,,,,tak,,Srzoda,Michael Zieminski,,płatnik,,,,
44,"[kanonik katedralny], teolog",4,25,2,,,,Ioannes Theologus. Proventus censuales in villa Jankowo. Census a cmethonibus et molendino aquatili incluso. Habet marcas usuales viginti quinque grossos duodecim,Posnaniensis,Ioannes,,płatnik,12,,,
969,prepozyt szpitalny,,,,,,,Iacobus praepositus hospitalis cui altare unitum est; [zapewne wpłata od dwóch beneficjów],Costrzin,Iacobus,,posiadacz prepozytury szpitalnej,,,,Poznań
961,"altarzysta kolegiacki, organista",,,,,,tak,Lucas organista,Srzoda,Lucas,,płatnik,,,,
244,mansjonarz kolegium,,,,24,,,Mathias mansionarius,Bninensis,Mathias,,płatnik,,,,Poznań
362,altarzysta kolegiacki,,,,,,,Valentinus baccalaureus in loco Martini,Szamotuli,Martinus,,były płatnik,,,,Oborniki
921,[pleban],,,,12,,tak,,Gorzicze,,,płatnik,,,,Międzyrzecz
962,opactwa [w diecezji poznańskiej],,,,,,,Abbates,[Posnania],,,,,,,
93,altarzysta katedralny,,,,,,tak,"De fundo Iariski villam eiusdem altaris domini Splawsczi occupaverunt, domini de Ostrorog collatores laico contulerunt",Posnaniensis,,,płatnik,,,,
836,[pleban],,,4,,,,"Chrzibsko. Missalia, maldrata , ab annis quatuor, de villa Mosczieiewo domini Lwowski, Niemierzewo domini Chelmski, Milno domini Ioannis Milienski, Isdebno domini Szlopanowski, Iablonowo domini Dziewierzewski, Kykowo dominae Kikowska, Srzodka domini Pawlowski, molendinatores, in omnibus istis villis, per haeredes istarum villarum solvere prohibentur",Chrzibsko,,,płatnik,,,,Wronki
207,kapituła kolegiacka,,,,,,,Collegium sanctae Mariae Magdalenae in Posnania,Posnania,,św. Maria Magdalena,,,,,
958,[kanonik kolegiacki],,,,24,,tak,Post mortem Leonardi,Srzoda,Leonardus,,"były płatnik, podatek",,,,
576,pleban,,,,,,,Symon plebanus in Ridzina,Ridzina,Symon,,posiadacz parafii,,,,Śrem
957,kustosz kolegiacki,,,,24,,tak,Custos Skrzetuski,Srzoda,Skrzetuski,,płatnik,,,,
765,altarzysta kolegium,,,,,,,"Altaristae ibidem. Altaristae quondam numero triginta tres in utraque ecclesia, tam parrochiali quam Corporis Christi, quorum proventus proconsul cum consulibus pro se usurpaverunt et nemo ex eis inhabitat. Haereticus pro plebano habetur",Wschowa,,Boże Ciało,drugie kolegium altarzystów,,,,Wschowa
621,kolegium altarzystów,,,,,,"",In Costen altaristae,Costen,"",,,,,,Kościan
30,biskup poznański,,,200,,,,"Reverendissimus in Christo pater et dominus dominus Andreas Czarnkowski Dei gratia episcopus Posnaniensis, de suis proventibus, per manus venerabilis domini Foelicis Pomorski in Cziazem plebani et sui thesaurarii solvit et numeravit in moneta per grossos triginta computan[da] florenos ducentos.",Posnaniensis,Andreas Czarnkowski,,płatnik,,,,
67,[kanonik katedralny],,,2,,,,,Posnaniensis,Ioannes Bielinski,,płatnik,,,,
972,prepozyt [szpitalny],,,,,,tak,Grodzisko parochialis haereticorum. Quinque altaria. Praepositura. Haec omnia haereticus occupavit dominus castellanus Miedzirzecensis,Grodzisko,,,płatnik,,,,Grodzisko
215,prebendarz kolegium,,,,,,,"Ioannes Piwo corporali iuramento deposuit, quod census in Ossieczna marcae sex dominus Andreas a Gorca ab annis sex occupavit, nec quicqu[am?] illi persolvit; [brak potwierdzenia wpłaty]; [funkcja na podstawie nagłówka w rękopisie A: «Ad sanctum Stanislaum in Posnania praebendarii»]",Posnania,Ioannes Piwo,św. Stanisław,płatnik,,,,
973,[właściciel uposażenia],,,,,,,"Ioannes Piwo corporali iuramento deposuit, quod census in Ossieczna marcae sex dominus Andreas a Gorca ab annis sex occupavit, nec quicqu[am?] illi persolvit",Ossieczna,Andreas a Gorca,,właściciel uposażenia,,,,
